obs,time,elapsed,date,hhmmss,averaging,TIME,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Asty,Esty,Adyn,Crd,Csd,dCsd/dt,αVc,Edyn,Hr,Hs,dHs/dt,αVh,Leak,LeakPct,CorrFact,CorrFactPct,Fan,DarkAdaptedID,Qmax_d,Fo,Fm,Fv/Fm,A_dark,LightAdaptedID,Qmax,Fs,Fm',PhiPS2,PS2/1,Qabs_fs,A_fs,ETR,PhiCO2,NPQ,alt. Fo',DarkPulseID,Fmin,Fo',Fv'/Fm',qP,qN,qP_Fo,qN_Fo,qL,1-qL,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,UseDynamic,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,F_avg,dF/dt,dF_dc/dt,F_dc_avg,period,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,F:MN,F:SLP,F:SD,F:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
503,1652234277,1052.4,20220511 09:57:56,9:57:56,0,1652234277,0.001201674,1.201673516,5.378093465,400.096,273.8076083,27.56363707,40.27682432,0.074121314,3.021850219,0.073125908,0.045792012,27.73623378,26.51156486,26.0113,3.376515323,50.30549472,1.764486826,3.507542936,1.612028497,-52.99380206,105.0795229,7.454596602,87.27655123,5.228012778,1.194919673,5.378093465,409.4290785,407.2408909,6.86E-06,66.83704872,1.201673516,17.0557524,17.52790549,7.56E-08,86.59541668,0,0,1,0,53279.86306,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,141.372786,5.378093465,#DIV/0!,0.038041929,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,167.702,141.372786,0.843,0.16539,2,0.5,0: Broadleaf,2,TRUE,1652234277,400.096,402.378,17.5278,17.0583,395.477,17.327,500.096,100.568,0.0999005,26.6563,26.0113,999.9,0,0,10008.1,0,3.66192,167.702,0.899978,0.100022,0,1.5861,0,884.784,1619.47,38.562,42.75,40.875,41.687,39.25,150.93,16.77,0,1652234277,0,1.723488462,-0.436919662,-261.6186664,918.6133846,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.390098,0.302300038,0.039806899,1,1.738364706,-0.249380389,0.172009141,1,0.47132605,-0.007890169,0.000975213,1,3,3,3月3日,100,100,4.619,0.2008,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.3,17.2,18,505.386,451.691,25,28.539,30.0003,28.5368,28.4195,19.2631,25.7198,64.0948,25,402.337,17.0222,87.6643,101.279
504,1652234279,1054.4,20220511 09:57:58,9:57:58,0,1652234279,0.001197528,1.197528042,5.322880071,400.074,274.6666917,27.65037408,40.27498089,0.073915231,3.022808594,0.072925621,0.045666322,27.59511454,26.51244662,26.0058,3.375416675,50.30446818,1.764513159,3.507666859,1.610903516,-52.81098664,106.1069392,7.52491283,88.41597995,5.212908288,1.209305283,5.322880071,409.3732858,407.2079818,-2.45E-05,66.83704872,1.197528042,17.05687966,17.52735055,3.51E-07,86.59541668,0,0,1,0,53309.38273,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,140.657472,5.322880071,#DIV/0!,0.037842853,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,166.854,140.657472,0.842997303,0.165384795,2,0.5,0: Broadleaf,2,TRUE,1652234279,400.074,402.352,17.5279,17.0528,395.455,17.327,500.151,100.569,0.0998285,26.6569,26.0058,999.9,0,0,10013.8,0,3.64824,166.854,0.900098,0.0999018,0,1.642,0,880.311,1611.33,38.5,42.75,40.875,41.687,39.187,150.18,16.67,0,1652234279,0,1.723472,0.17104615,-257.6506928,909.45252,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.37239725,0.328592083,0.042896662,1,1.743754286,-0.064363209,0.171624499,1,0.471258475,-0.008612206,0.001035207,1,3,3,3月3日,100,100,4.619,0.2009,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.3,17.3,18,505.301,451.683,25,28.5402,30.0002,28.5377,28.4205,19.2628,25.7198,64.0948,25,402.332,17.0201,87.6643,101.278
505,1652234281,1056.4,20220511 09:58:00,9:58:00,0,1652234281,0.001195033,1.195032541,5.192173122,400.083,277.2261156,27.90812739,40.27602994,0.073735964,3.018355524,0.072749683,0.045556066,27.23797182,26.51023017,26.008,3.375856097,50.30355404,1.764418756,3.507542936,1.611437341,-52.70093504,105.4949955,7.492612583,87.52464484,5.17607241,1.237992442,5.192173122,409.3373141,407.2249273,4.52E-06,66.83704872,1.195032541,17.05829959,17.52781978,9.66E-08,86.59541668,0,0,1,0,53172.0292,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,138.827556,5.192173122,#DIV/0!,0.037400162,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,164.682,138.827556,0.843003825,0.165397383,2,0.5,0: Broadleaf,2,TRUE,1652234281,400.083,402.351,17.5269,17.0405,395.464,17.3261,500.121,100.569,0.100186,26.6563,26.008,999.9,0,0,9986.88,0,3.62909,164.682,0.899896,0.100104,0,1.7449,0,868.774,1590.26,38.562,42.75,40.875,41.687,39.187,148.2,16.49,0,1652234281,0,1.720612,0.711384605,-263.4896155,898.92444,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.3573055,0.387576585,0.048247563,1,1.742117647,-0.00271371,0.167305836,1,0.471962475,0.00737472,0.002867559,1,3,3,3月3日,100,100,4.619,0.2008,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.3,17.3,18,505.21,451.582,25,28.5411,30.0001,28.538,28.4205,19.2629,25.7198,64.0948,25,402.34,17.0211,87.6646,101.278
506,1652234283,1058.4,20220511 09:58:02,9:58:02,0,1652234283,0.001197911,1.197910598,5.211745739,400.076,276.9765064,27.88239646,40.27445429,0.073860107,3.018736659,0.072870649,0.04563195,26.95983522,26.50772399,26.0124,3.37673509,50.29617049,1.764138999,3.507501629,1.612596091,-52.82785736,104.7596844,7.439605351,86.33126759,5.252823169,1.251945507,5.211745739,409.3295753,407.2092364,-7.67E-06,66.83704872,1.197910598,17.0550305,17.5256978,1.93E-07,86.59541668,0,0,1,0,53183.77719,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,137.415714,5.211745739,#DIV/0!,0.037926854,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,163.008,137.415714,0.842999816,0.165389645,2,0.5,0: Broadleaf,2,TRUE,1652234283,400.076,402.377,17.5245,17.0326,395.456,17.3238,500.104,100.567,0.100009,26.6561,26.0124,999.9,0,0,9989.38,0,3.63867,163.008,0.899996,0.100004,0,1.5115,0,859.976,1574.14,38.562,42.75,40.875,41.687,39.187,146.71,16.3,0,1652234283,0,1.719715385,0.217080336,-264.0781536,892.2186154,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.34685925,0.451530394,0.052050123,1,1.738270588,-0.018177515,0.169546104,1,0.473629275,0.036493745,0.005944317,1,3,3,3月3日,100,100,4.62,0.2007,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.4,17.3,18,505.375,451.488,25.0001,28.5411,30.0001,28.5392,28.4213,19.2606,25.7198,64.0948,25,402.253,17.0214,87.6644,101.278
507,1652234285,1060.4,20220511 09:58:04,9:58:04,0,1652234285,0.001214876,1.214876172,5.275108902,400.055,277.1660199,27.9016972,40.27266213,0.074909041,3.023502378,0.073893068,0.046273301,26.638383,26.501216,26.011,3.376455389,50.28342456,1.763629625,3.50737771,1.612825764,-53.57603919,105.0554723,7.448776772,85.56659288,5.314128667,1.24502664,5.275108902,409.3449053,407.1991939,-1.37E-05,66.83704872,1.214876172,17.04319565,17.52044945,1.78E-07,86.59541668,0,0,1,0,53331.04843,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,135.7815,5.275108902,#DIV/0!,0.038849983,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,161.07,135.7815,0.842996834,0.165383889,2,0.5,0: Broadleaf,2,TRUE,1652234285,400.055,402.379,17.5193,17.0302,395.436,17.3188,500.19,100.568,0.0998135,26.6555,26.011,999.9,0,0,10018.1,0,3.63456,161.07,0.900084,0.0999164,0,1.6701,0,849.73,1555.46,38.5,42.75,40.812,41.687,39.187,144.98,16.09,0,1652234285,0,1.744696,-0.258107698,-263.2646928,882.97708,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.340838,0.454052083,0.052105022,1,1.723406061,0.158802373,0.169215024,1,0.4754762,0.06217621,0.007862147,1,3,3,3月3日,100,100,4.619,0.2005,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.4,17.4,18,505.383,451.581,25.0001,28.542,30.0002,28.5401,28.4225,19.2623,25.7198,64.0948,25,402.357,17.026,87.6642,101.278
508,1652234287,1062.4,20220511 09:58:06,9:58:06,0,1652234287,0.001226845,1.226844858,5.33472279,400.06,277.0877337,27.89392949,40.27332889,0.075706025,3.020709303,0.074667535,0.046759327,26.36283542,26.49417737,26.004,3.375057185,50.27838277,1.763213975,3.506902725,1.61184321,-54.10385823,105.72383,7.50274725,85.48555443,5.197578759,1.234424188,5.33472279,409.3568211,407.1865636,-1.09E-05,66.83704872,1.226844858,17.03372574,17.51575165,-5.89E-07,86.59541668,0,0,1,0,53245.18555,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,134.367213,5.33472279,#DIV/0!,0.039702563,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,159.391,134.367213,0.843003764,0.165397265,2,0.5,0: Broadleaf,2,TRUE,1652234287,400.06,402.336,17.5151,17.0301,395.441,17.3147,500.125,100.568,0.100222,26.6532,26.004,999.9,0,0,10001.2,0,3.61541,159.391,0.899896,0.100104,0,1.6125,0,840.878,1539.17,38.5,42.75,40.812,41.687,39.187,143.44,15.96,0,1652234287,0,1.72852,0.548869226,-266.9846923,872.47132,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.33277825,0.430118386,0.05131219,1,1.728097059,0.427809162,0.171612072,1,0.47713555,0.074081381,0.008539008,1,3,3,3月3日,100,100,4.619,0.2004,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.4,17.4,18,505.399,451.568,25.0001,28.5432,30.0003,28.5401,28.423,19.2601,25.7198,64.0948,25,402.272,17.0254,87.6644,101.277
509,1652234289,1064.4,20220511 09:58:08,9:58:08,0,1652234289,0.001228463,1.228462925,5.176276685,400.097,280.650101,28.25197947,40.27624502,0.075832522,3.01768329,0.074789555,0.046835983,26.04540222,26.4895975,26,3.374258439,50.27728408,1.762947045,3.506448443,1.611311394,-54.17521499,105.9107613,7.52331599,85.30426456,5.154982213,1.229431681,5.176276685,409.310558,407.2048061,1.28E-05,66.83704872,1.228462925,17.0303464,17.51297473,-1.29E-06,86.59541668,0,0,1,0,53152.17563,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,132.754014,5.176276685,#DIV/0!,0.038991489,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,157.478,132.754014,0.843000381,0.165390735,2,0.5,0: Broadleaf,2,TRUE,1652234289,400.097,402.355,17.5128,17.0298,395.478,17.3124,500.166,100.566,0.100201,26.651,26,999.9,0,0,9983.12,0,3.64277,157.478,0.899993,0.100007,0,1.7886,0,829.896,1520.74,38.5,42.75,40.812,41.687,39.187,141.73,15.75,0,1652234289,0,1.740807692,0.235452986,-270.4530937,865.7166538,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.31955125,0.3799406,0.047454743,1,1.734064706,0.176024692,0.153734924,1,0.4784447,0.073733899,0.008528874,1,3,3,3月3日,100,100,4.619,0.2004,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.5,17.4,18,505.437,451.553,25.0001,28.5435,30.0003,28.541,28.4231,19.2578,25.7198,64.0948,25,402.13,17.0262,87.6651,101.277
510,1652234291,1066.4,20220511 09:58:10,9:58:10,0,1652234291,0.001223578,1.223578292,5.115476857,400.089,281.4698701,28.33474852,40.27578937,0.07551244,3.016665511,0.074477851,0.04664043,25.90227338,26.48796133,26,3.374258439,50.27388002,1.762620083,3.506035505,1.611638356,-53.95980269,105.5497717,7.500127659,84.99237003,5.293118879,1.222075091,5.115476857,409.3164366,407.2354182,2.22E-05,66.83704872,1.223578292,17.02985775,17.51055495,-1.03E-06,86.59541668,0,0,1,0,53121.17685,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,132.030843,5.115476857,#DIV/0!,0.03874456,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,156.621,132.030843,0.842995786,0.165381867,2,0.5,0: Broadleaf,2,TRUE,1652234291,400.089,402.401,17.5094,17.0293,395.47,17.3092,500.178,100.567,0.100075,26.649,26,999.9,0,0,9976.88,0,3.66603,156.621,0.900121,0.0998785,0,1.5909,0,825.898,1512.52,38.5,42.75,40.812,41.687,39.187,140.98,15.64,0,1652234291,0,1.753348,-0.263830776,-263.6293851,856.26008,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.30787,0.286283527,0.041629216,1,1.752221212,-0.02205671,0.147594733,1,0.479491025,0.065459831,0.008249113,1,3,3,3月3日,100,100,4.619,0.2002,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.5,17.5,18,505.354,451.479,25.0001,28.5439,30.0003,28.5422,28.4243,19.2566,25.7198,64.0948,25,402.252,17.0272,87.6657,101.277
511,1652234293,1068.4,20220511 09:58:12,9:58:12,0,1652234293,0.001212833,1.212833217,5.258690323,400.091,277.3644288,27.92140418,40.27590188,0.07478388,3.020080748,0.073770145,0.046196276,25.54485781,26.48709878,26.0041,3.375077156,50.269039,1.762273929,3.50568454,1.612803227,-53.48594487,104.7249192,7.433189567,84.2170217,5.123851698,1.211704917,5.258690323,409.3683259,407.2288303,2.47E-06,66.83704872,1.212833217,17.03000251,17.50654945,-5.56E-07,86.59541668,0,0,1,0,53226.81062,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,130.199271,5.258690323,#DIV/0!,0.040389553,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,154.447,130.199271,0.843002914,0.165395623,2,0.5,0: Broadleaf,2,TRUE,1652234293,400.091,402.334,17.506,17.0299,395.472,17.3059,500.102,100.567,0.099853,26.6473,26.0041,999.9,0,0,9997.5,0,3.68381,154.447,0.899906,0.100094,0,1.976,0,813.871,1491.43,38.5,42.75,40.812,41.687,39.187,138.99,15.46,0,1652234293,0,1.767104,0.635399999,-269.8568462,845.53572,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.2960155,0.179055535,0.033062822,1,1.744226471,0.449371717,0.144681867,1,0.48028025,0.045896173,0.007725321,1,3,3,3月3日,100,100,4.619,0.2001,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.5,17.5,18,505.388,451.403,25.0001,28.5451,30.0003,28.5425,28.4253,19.2568,25.7198,64.0948,25,402.262,17.0272,87.6655,101.277
512,1652234295,1070.4,20220511 09:58:14,9:58:14,0,1652234295,0.001210088,1.21008751,5.114374502,400.124,280.1640279,28.20321596,40.2792024,0.074568526,3.022346108,0.073561323,0.046065187,25.26806922,26.48661881,26.0079,3.375836122,50.26381691,1.762121988,3.505746473,1.613714134,-53.3648592,104.2331808,7.392893353,83.52928413,4.799724457,1.205014502,5.114374502,409.3133515,407.2328606,6.81E-06,66.83704872,1.21008751,17.0291876,17.50458681,-9.00E-07,86.59541668,0,0,1,0,53296.70541,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,128.791914,5.114374502,#DIV/0!,0.03971037,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,152.778,128.791914,0.843000393,0.165390758,2,0.5,0: Broadleaf,2,TRUE,1652234295,400.124,402.236,17.5045,17.0311,395.504,17.3045,500.178,100.567,0.0997993,26.6476,26.0079,999.9,0,0,10011.2,0,3.71117,152.778,0.900013,0.0999867,0,1.5135,0,805.136,1475.37,38.5,42.75,40.812,41.687,39.187,137.5,15.28,0,1652234295,0,1.77545,0.301295727,-271.4736407,838.7134615,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.27864325,0.214113208,0.039464136,1,1.774173529,0.402089537,0.140864481,1,0.48074525,0.017286889,0.007236992,1,3,3,3月3日,100,100,4.62,0.2,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.6,17.5,18,505.421,451.454,25.0001,28.546,30.0003,28.5428,28.4255,19.255,25.7198,64.0948,25,402.101,17.0272,87.6655,101.276
513,1652234297,1072.4,20220511 09:58:16,9:58:16,0,1652234297,0.001206595,1.206595279,4.843380513,400.114,285.7901298,28.76961036,40.27824155,0.074437106,3.022775694,0.073433564,0.045985015,24.95036335,26.48490229,25.9978,3.373819199,50.26107315,1.761942792,3.505581321,1.611876406,-53.21085179,105.7635602,7.499962285,85.00303406,4.731087196,1.199753481,4.843380513,409.2233931,407.2528303,1.28E-05,66.83704872,1.206595279,17.02971828,17.50381209,-8.73E-07,86.59541668,0,0,1,0,53310.1194,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,127.171758,4.843380513,#DIV/0!,0.038085347,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,150.856,127.171758,0.843000994,0.165391919,2,0.5,0: Broadleaf,2,TRUE,1652234297,400.114,402.198,17.5027,17.0313,395.495,17.3027,500.108,100.567,0.0999138,26.6468,25.9978,999.9,0,0,10013.8,0,3.73853,150.856,0.899951,0.100049,0,1.914,0,794.812,1456.78,38.5,42.687,40.812,41.625,39.187,135.76,15.09,0,1652234297,0,1.77096,0.598161546,-272.065462,829.26892,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.2582215,0.428782064,0.063007474,1,1.77266,0.077127034,0.144191619,1,0.481049825,-0.017659846,0.006817886,1,3,3,3月3日,100,100,4.619,0.2,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.6,17.6,18,505.354,451.481,25,28.546,30.0002,28.5441,28.4267,19.2573,25.7198,64.0948,25,402.213,17.0272,87.6649,101.276
514,1652234299,1074.4,20220511 09:58:18,9:58:18,0,1652234299,0.001195066,1.195066383,4.769714793,400.092,286.4684706,28.83822576,40.27648626,0.073788852,3.020709303,0.072801924,0.045588775,24.71894951,26.48328651,25.989,3.372062737,50.26335505,1.761701152,3.504941423,1.610361585,-52.70242748,106.6195186,7.565381504,86.20142217,4.806164729,1.19394437,4.769714793,409.1837181,407.243297,-4.49E-06,66.83704872,1.195066383,17.03106439,17.50060659,-2.30E-07,86.59541668,0,0,1,0,53246.87365,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,125.995413,4.769714793,#DIV/0!,0.037856257,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,149.461,125.995413,0.842998595,0.165387288,2,0.5,0: Broadleaf,2,TRUE,1652234299,400.092,402.205,17.5001,17.031,395.473,17.3003,500.128,100.568,0.100062,26.6437,25.989,999.9,0,0,10001.2,0,3.76589,149.461,0.900074,0.0999264,0,1.9608,0,787.631,1443.36,38.437,42.687,40.812,41.625,39.125,134.53,14.94,0,1652234299,0,1.789592,0.193169239,-269.1453846,818.47164,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.2389275,0.643588143,0.079267055,0,1.765735294,0.224219104,0.137559627,1,0.4810104,-0.05562448,0.006873332,1,2,3,2月3日,100,100,4.619,0.1998,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.6,17.6,18,505.268,451.539,25,28.5469,30.0001,28.545,28.4278,19.257,25.7198,64.0948,25,402.256,17.0272,87.6646,101.276
515,1652234301,1076.4,20220511 09:58:20,9:58:20,0,1652234301,0.001190806,1.190805841,4.920761467,400.053,282.7374121,28.46229407,40.27208866,0.073495514,3.022775694,0.07251702,0.045409966,24.39871317,26.48143057,25.9917,3.372601567,50.26689305,1.761700658,3.504693748,1.610900909,-52.51453761,106.0568952,7.520371504,85.46144227,4.952647076,1.192049077,4.920761467,409.178299,407.1768909,-4.69E-05,66.83704872,1.190805841,17.03138511,17.4992011,-5.55E-07,86.59541668,0,0,1,0,53310.88442,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,124.361829,4.920761467,#DIV/0!,0.039568101,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,147.523,124.361829,0.842999593,0.165389215,2,0.5,0: Broadleaf,2,TRUE,1652234301,400.053,402.224,17.5003,17.032,395.434,17.3004,500.187,100.567,0.0998833,26.6425,25.9917,999.9,0,0,10013.8,0,3.77546,147.523,0.900019,0.0999815,0,1.7567,0,777.184,1424.61,38.437,42.687,40.812,41.625,39.187,132.77,14.75,0,1652234301,0,1.792857692,0.088755562,-268.1973331,811.7608462,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.2246335,0.750212083,0.084638182,0,1.781797059,0.1973676,0.138052668,1,0.47991475,-0.079269749,0.007771353,1,2,3,2月3日,100,100,4.619,0.1999,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.7,17.6,18,505.346,451.44,25,28.5482,30.0001,28.545,28.428,19.257,25.7198,64.0948,25,402.242,17.0272,87.6655,101.277
516,1652234303,1078.4,20220511 09:58:22,9:58:22,0,1652234303,0.001195017,1.19501695,4.937809531,400.05,282.6602573,28.45431166,40.27148171,0.073706847,3.018720211,0.072721456,0.045538346,24.25668414,26.47914865,25.9969,3.373639524,50.26480655,1.761606784,3.50465247,1.612032739,-52.70024748,105.0357805,7.458158103,84.05037524,4.958116855,1.188253955,4.937809531,409.178692,407.1698182,-2.09E-05,66.83704872,1.19501695,17.03095711,17.50051978,-8.27E-07,86.59541668,0,0,1,0,53185.6977,-,-,0,0,#DIV/0!,0,-,-,0,0,#DIV/0!,0.5,123.644529,4.937809531,#DIV/0!,0.039935528,#DIV/0!,#DIV/0!,-,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,146.673,123.644529,0.842994477,0.165379341,2,0.5,0: Broadleaf,2,TRUE,1652234303,400.05,402.223,17.4995,17.0326,395.431,17.2997,500.09,100.566,0.100121,26.6423,25.9969,999.9,0,0,9989.38,0,3.77546,146.673,0.900156,0.099844,0,1.4458,0,772.414,1416.46,38.437,42.687,40.812,41.687,39.125,132.03,14.64,0,1652234303,0,1.7748,-0.540684604,-263.4765389,802.36524,15,1652233242,9:40:42,1652233241,1652233242,1,-0.285,-0.028,4.62,0.189,403,17,0.4,0.09,-2.21322525,0.730863602,0.083740444,0,1.770174286,0.163625566,0.133926311,1,0.477807575,-0.080335959,0.007813574,1,2,3,2月3日,100,100,4.619,0.1998,4.445291379,0.000676004,-7.65E-07,4.25E-10,0.065174227,-0.023951514,0.002092542,-1.49E-05,2,2268,1,30,17.7,17.7,18,505.415,451.366,24.9999,28.5485,30.0001,28.5459,28.4292,19.256,25.7198,64.0948,25,402.195,17.0272,87.6656,101.277
